4,Sony and Samsung to Cross-License Patents," TOKYO (Reuters) - Sony Corp. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=6758.T qtype=sym infotype=info qcat=news""&gt;6758.T&lt;/A&gt; and Samsung  Electronics &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=005930.KS qtype=sym infotype=info qcat=news""&gt;005930.KS&lt;/A&gt; said on Tuesday they had agreed to  share patents on basic technology to speed up product  development and avoid adding to a growing number of  cross-border patent disputes."
3,"Telkom welcomes BEE deal, shares soar",Following Monday #39;s announcement that a black economic empowerment (BEE) consortium had concluded an agreement to acquire the remaining 15.
3,US Airways to end flights to Evansville,"EVANSVILLE, Ind. -- US Airways will discontinue service in Evansville beginning Dec. 19, Evansville Regional Airport officials said."
2,Real play down Beckham injury,Spanish giants Real Madrid on Monday played down the seriousness of midfielder David Beckham #39;s rib injury and said that the England skipper could play this weekend.
4,Intel Cancels Plans for Big-Screen TV Chip,"Intel spokesman Bill Calder noted,  quot;We looked at the investment required and the return on investment, and we decided to focus our resources in other areas of higher return."
4,Women 'better at holding drink',"Women are better at  maintaining their self-control when they drink, researchers find."
3,US Steel Returns to Homestead Works,"United States Steel Corp. will return to the former site of the historic Homestead Works steel plant, once the epicenter of labor-management relations that exploded more than a century ago when Pinkerton agents "
2,"This weekend's sports on TV, radio","TODAY AUTO RACING 1:30 p.m. -- NASCAR Busch Series BI-LO qualifying at Darlington, S.C., Speed Channel 3 p.m. -- NASCAR Nextel Cup Mountain Dew 500 qualifying at Darlington, S.C., Speed Channel 8 p.m. -- NASCAR Craftsman Trucks Darlington 200 at Darlington, S.C., Speed Channel PRO BASKETBALL 7:30 p.m. -- Celtics vs. Charlotte at the FleetCenter, FSN, WWZN (1510) 8 p.m. ..."
2,"Senden, Frazar and Day share lead after first round at SFB Classic",John Senden closed his 7-under 65 with his second eagle of the round and shared the lead with Harrison Frazar and Glen Day after the first round of the Southern Farm Bureau Classic on Thursday.
2,Blue Jays Snap Streak,Toronto ends its five-game losing streak with a 6-4 win over the Yankees after a power outage delays the start for an hour Sunday.
2,Mayfield Chasing Win,Jeremy Mayfield needs more than a victory at Dover International Speedway to get back in the thick of the Nextel Cup championship race.
1,Blair Visits Sudan,British Prime Minister Tony Blair warned Sudan on Wednesday the international community would not rest until violence was ended in Darfur and a comprehensive peace deal was struck across the whole country.
1,Vote Audit Confirms Chavez Recall Win Fair-Official," CARACAS, Venezuela (Reuters) - An audit done by  international observers has confirmed that President Hugo  Chavez beat a recall referendum and that the vote was fair, an  electoral council official said on Saturday."
1,Israel Charges Iran Replaces Saddam as Terror Exporter," UNITED NATIONS (Reuters) - Israel charged on Thursday that  Iran had replaced Saddam Hussein as the world's primary  exporter of ""terror, hate and instability."""
4,Jobs back to work as Apple chief executive (SiliconValley.com),SiliconValley.com - Apple Computer Chief Executive Steve Jobs has quietly returned to work full time after taking a leave of absence to recover from cancer surgery.
1,INTERVIEW: Newmont Preparing Defense In Indonesian Case,"JAKARTA (Dow Jones)--US mining giant Newmont Mining Corp. (NEM) is preparing a legal defense of five executives who face possible criminal charges related to the alleged dumping of toxic wastes by the company #39;s Indonesian unit, a company executive said."
1,"Israeli Missile Hits Militants in Gaza Camp, 3 Hurt"," GAZA (Reuters) - The Israeli air force struck Palestinian  militants as they planted a bomb intended for use against  Israeli troops in a Gaza Strip refugee camp Sunday, wounding  three of them, witnesses and military sources said."
4,Licensing Plan Makes Microsoft a Utility Player,Opinion: A decision to continue charging for server software based on CPUs and not cores will make Microsoft server software a much more attractive alternative to utility computing providers.
2,Giants Just Watch as Astros Clinch N.L. Wild Card,"On the final day of this regular season, the big league drama did not unfold on the field, but in the San Francisco clubhouse."
2,"Sutton Cares About Winning, Not Appearances","Hal Sutton has added spice to the 35th Ryder Cup by daring to be different. The leadership style of Sutton, the American captain, has been a focal point "
4,Search Engines Fueling Online Music Retailers,"Search Engines Fueling Online Music Retailers\\Search engines are fueling the online hip-hop, rock, country and polka industries according to a new Hitwise study. 30.4 percent of U.S. visits to music retail Web sites in July 2004 resulted directly from search-engines and directories. According to a new report from Hitwise, an ..."
1,Powell calls Russian FM over Georgian conflict,"WASHINGTON, Aug. 17 (Xinhuanet) -- US Secretary of State Colin Powell has called Russian Foreign Minister Sergei Lavrov over the conflict in Georgia #39;s breakaway region of South Ossetia, State Department deputy spokesman Adam Ereli said on Tuesday. "
4,Yahoo boosts music portal (SiliconValley.com),"SiliconValley.com - Yahoo, seeking to add e-commerce to its Internet music portal, will pay  #36;160 million in cash to acquire Musicmatch, a critically acclaimed but little known music jukebox and download service."
1,Two Israelis die tackling bomber,"Two Israeli policemen died preventing a female suicide bomber from entering a packed Jerusalem bus shelter yesterday, probably saving many other lives."
2,FOOTBALL: D-DAY ON DEAL FOR ROONEY,"WAYNE ROONEY #39;S future will be decided today, with Everton chairman Bill Kenwright due to travel to Old Trafford for talks. He will meet Manchester United chief executive David Gill before "
1,U.S. Military Says Has 100 Pct Control of Falluja (Reuters),"Reuters - U.S. troops have secured control\over the whole of rebellious Falluja, a Marine officer said on\Monday, with more than 1,000 insurgents taken prisoner."
3,Canadian Stock-Index Quotes Halted Amid Power Failure (Update2),"A power failure at a London facility of Reuters Group Plc prevented Standard  amp; Poor #39;s from providing quotes on Canada #39;s benchmark stock indexes, including the S amp;P/TSX Composite Index and the S amp;P/TSX 60 index, Reuters said."
1,How To Get A War-Torn Region To  #39;Shalom #39;,A Palestinian farmer told of how his olive grove of 400 trees had been poisoned by Israeli settlers and his son run over and killed by a settler.
1,N.Ireland's Sinn Fein Says Bugged by British," BELFAST, Northern Ireland (Reuters) - Sinn Fein, political  ally of the Irish Republican Army, said Tuesday it had found a  British bugging device at party offices, days before crucial  talks on Northern Ireland's future."
1,Sudan: Darfur Rebels Use Human Shields," KHARTOUM, Sudan (Reuters) - Sudan's security chief said on  Monday rebels in the western region of Darfur have drawn army  fire and aerial bombardment on to Darfur villages by using them  as cover and as bases for military operations."
3,No Road To Ruin,"What #39;s new in this debate is that interest rates have begun to climb: while 30-year mortgages are still below 6 percent, economists predict they #39;ll be at 6.25 by December and higher next year."
4,Mobile Phones Increase Tumor Risk - Swedish Study," STOCKHOLM (Reuters) - Ten or more years of mobile phone use  increases the risk of developing acoustic neuroma, a benign  tumor on the auditory nerve, according to a study released on  Wednesday by Sweden's Karolinska Institute."
1,Clerics Said to Reach Najaf Peace Deal,"Description: Iraq #39;s top Shiite cleric, Ayatollah Ali al-Sistani, is reportedly successful in reaching a peace to end three weeks of violence between allied US and Iraqi government troops and militiamen loyal to cleric Muqtada al-Sadr."
4,Agency: Calif. Water Shift Won't Hurt Fish (AP),AP - A federal agency ruled Friday that shifting more Northern California water to Southern California will not jeopardize five threatened or endangered species of fish.
3,Future of National Irish and Northern Banks discussed by IBOA,The Irish Bank Officials Association (IBOA) has held a strategy meeting about the future of National Irish and Northern Banks. It follows the recent High Court Inspectors report into National Irish Bank and 
2,"CBS Fined  #36;550,000 for Jackson Stunt (AP)","AP - Federal regulators on Wednesday fined CBS a record  #36;550,000 for Janet Jackson's ""wardrobe malfunction,"" which exposed the singer's breast during this year's Super Bowl halftime show."
3,Survey: Local hiring to remain flat/12-14,"The majority of employers in Hamilton and Fairfield dont plan to hire over the next three months, according the Manpower Employment Outlook Survey."
4,IBM Extends Chip Performance with Germanium Layering Technique,IBM today said it has demonstrated a technique that triples the performance of a standard semiconductor transistor with a process that is compatible with conventional CMOS technology.
2,Reversal Gives Peirsol Gold; Phelps Wins 200 IM,"Despite being disqualified shortly after his final, Aaron Peirsol was eventually reinstated as the winner of the 200-meter backstroke event."
2,Ballpark Deal in Doubt,The D.C. Council approved a measure late Tuesday night that dramatically restructures Mayor Anthony A. Williams's deal with baseball to build a stadium.
4,What Colorado's Amendment 36 means for America...,"During the nineties, our state saw an increase in population, due to ""The Californians"" (who we like to bitch about) migrating to our low tax/low smog state.  Though most of us natives like to bitch about their supposedly shallow, urban sprawl, rude soccer mom, cell phone, and shopping mall ways, they have done something useful and actually turned us backwards hillbilly, gun toting, Republican loving rednecks into a swing state. Now we have to deal with traffic on I-25 being snarled for hours whenever Dick Cheney decides to send his motorcade through rush hour.  The most important issue on the ballot in our state is Amendment 36, which would change our electoral voting from ""winner takes all"" to a proportional voting system.  "
3,Oil Prices Edge Below \$49 a Barrel, SINGAPORE (Reuters) - Oil prices edged below \$49 a barrel  on Wednesday as traders looked ahead to an expected build in  weekly U.S. inventory data that would help bolster the thin  supply cushion ahead of peak northern winter demand.
3,"Oil Extends Jump Above \$52, Eyes Vote","Oil prices extended their bounce from three-week lows on Monday, climbing back above \$52 amid jitters over thin global winter fuel stocks and this week #39;s presidential election."
4,California AG joins lawsuit suit against voting companies,"UNDATED California Attorney General Bill Lockyer has joined a lawsuit against voting equipment company Diebold. It alleges the company sold the state shoddy hardware and software, exposing elections to hackers and software bugs."
1,Guantanamo prisoner to be freed,A tribunal rules for the first time that a prisoner held at Guantanamo Bay should be freed.
3,Google Tests New Desktop Search App,"OCTOBER 25, 2004 (COMPUTERWORLD) - Google Inc. this month began offering a beta version of a desktop search application that catalogs files, e-mail messages and other information stored on PCs and then enables end users to run searches against the data."
2,UEFA Cup: Lazio rallies to 2-2 draw with Partizan,Second-half goals by Paolo Di Canio and Simone Inzaghi rallied Lazio to a 2-2 home draw with Partizan Belgrade in a UEFA Cup Group E match on Thursday.
4,Sony PlayStation Portable is out,Sonys PlayStation console has been so popular that it feels strange that PSP is their first attempt at the handheld gaming market.
4,Intel Plans to Hire Hewlett Designers,"In an effort to revitalize the struggling Itanium computer chip business, Intel and Hewlett Packard said Wednesday that Intel would hire a 300-person Hewlett-Packard design team based in Fort Collins, Colo."
4,On Wall Street: Dominic Rushe: The slammer is no deterrent for the &lt;b&gt;...&lt;/b&gt;,"JEREMY JAYNES is about to make history. As the first spammer to be sent to the slammer, Jaynes was described by prosecutors last week as a modern-day snake oil salesman."
3,Stocks Open Near Flat After Durable Goods, NEW YORK (Reuters) - U.S. stocks opened near unchanged on  Friday after durable goods data gave a mixed picture of the  economy and oil prices held above \$48 a barrel.
2,Yankees reportedly to get Johnson in blockbuster trade,"LOS ANGELES (AFP) - The New York Yankees are poised to add five-time Cy Young Award winner Randy Johnson to their rotation in a blockbuster three-team trade, New York Newsday reported on its website."
1,Madrid Bomb Suspect's Remains Identified (Reuters),"Reuters - An Algerian suspected of being a leader\of the Madrid train bombers has been identified as one of seven\people who blew themselves up in April to avoid arrest, Spain's\Interior Ministry said on Friday."
3,Brazil Jobless Falls to 7-Month Low," RIO DE JANEIRO, Brazil (Reuters) - Brazil's unemployment  rate fell in July for the third straight month to a seven-month  low of 11.2 percent and wages rose, underscoring the  strengthening economy, official data showed on Thursday."
2,Giving up medal isn #39;t the answer," Roy Jones Jr. receives the gold medal stolen from him by crooked judges in Seoul, South Korea.  The Dallas Stars agree to forfeit their Stanley Cup from 1999 because, yes, Brett Hull #39;s skate was in the crease."
4,Free Agent: Where the Geeks Are Taking Us (PC World),"PC World - LinuxWorld Expo came to San Francisco, and our columnist managed to ignore most of the show. Read on to see what did catch his eye."
3,Ex-Banker Quattrone Gets 18 Months Prison (Reuters),"Reuters - Former investment banker Frank\Quattrone was sentenced on Wednesday to 18 months in prison,\two months more than the harshest recommended penalty, for\obstructing probes into suspected kickbacks involving some of\the hottest stock offerings of the 1990s."
4,"Honda, IBM enhance in-vehicle, speech-recognition system","Honda Motor Co., with help from partner IBM Corp., is preparing to introduce an improved speech-recognition system that will allow drivers to get voice navigation guidance without having to manually punch in any information or take their "
3,"Alitalia Unions Reject Rescue Plan, Job Cuts"," quot;Unbearable, quot;  quot;worrisome quot; and  quot;not convincing quot; were expressions used by employee representatives in response to an Alitalia management proposal to save the company, but they nonetheless agreed to continue talks."
4,"AMD, IBM extend chip development deal","Chipmaker will pay Big Blue nearly \$300 million, but move should help in competition with Intel."
4,Indian software major Wipro second-quarter net profit up 79 percent (AFP),"AFP - India's third-largest software exporter, Wipro, said that second quarter net profit jumped 79 percent as sales rose 44 percent, beating both the market's and the company's expectations."
3,Stocks Up on Conflicting Economic Reports,Stocks inched higher in quiet trading Wednesday as a pair of government reports offered conflicting signals about the economy and oil prices declined.
3,Wall Street rallys as falling oil prices lure buyers,"By George Chamberlin , Daily Transcript Financial Correspondent. A big drop in oil prices helped stock prices move higher Wednesday."
1,21 die in Baghdad violence,At least 21 people were killed and 150 injured yesterday as two suicide car bombers wrought havoc in Baghdad and US forces pounded suspected insurgents in the east of the capital.
3,Euro soars as dollar nosedives,THE dollar sell-off gained fresh momentum in latest trading with the greenback tumbling to its lowest level for nine years against the currencies of its main trading partners.
2,Serena Reaches Fourth Round of U.S. Open (AP),"AP - Hardly at her best, barely beating one of the tour's pesky teens, Serena Williams suddenly found herself face-down at the U.S. Open. Running for a ball she couldn't reach, the six-time Grand Slam champion slipped and planted both palms on court to brace herself. Williams shook the sting out of her hands, beckoned a ball boy to retrieve her fallen racket, then took her sweet time before facing break point. Recomposed, Williams smacked a service winner at 111 mph, an ace just as fast, and forced an error. Just like that, she held serve en route to beating 30th-seeded Tatiana Golovin 7-5, 6-4 Friday night to reach the Open's fourth round."
4,Doctors Place Hope in Baby Pacemaker Devices,"By LAURAN NEERGAARD      WASHINGTON (AP) -- Four-month-old Damaris Ochoa was near death, born with an enlarged heart that was quickly giving out. Obtaining a transplant in time was a long shot..."
4,House takes aim at identity thieves,"Most IT Managers won #39;t question the importance of security, but this priority has been sliding between the third and fourth most important focus for companies."
2,"BOSTON 4, ST. LOUIS 1: Red Sox one win to glory","As Pedro Martinez left the mound for the final time Tuesday night, he looked and pointed skyward. He had done in his first World Series start what Babe Ruth did in his back in 1916 "
1,Suicide Bomber Kills 8 Iraqi Police Officers,A suicide bomber rammed a minibus packed with explosives into a police station near Baghdad's protected Green Zone on Saturday morning.
2,Yankees beat Nathan to avoid Minny sweep,"Minneapolis, MN (Sports Network) - Gary Sheffield tied the game in the ninth inning with his second homer of the game and Hideki Matsui singled home Alex Rodriguez with the go-ahead run, as the New York Yankees rallied for a 13-10 victory over the ..."
1,U.K. Flu Vaccine Unlikely to Be Cleared,"WASHINGTON - The Food and Drug Administration is unlikely to clear influenza vaccine made by Chiron Corp. as safe for Americans to use this flu season, Dr..."
2,Federer can win all four: Laver,"ROD LAVER, the last of only two men to win tennis #39; calender year Grand Slam, believes Roger Federer can become the first modern-day player to emulate his rare feat."
1,Texas grand jury indicts fundraisers with DeLay ties (Chicago Tribune),Chicago Tribune - A Texas grand jury on Tuesday indicted three political fundraisers with ties to House Majority Leader Tom DeLay (R-Texas) for allegedly funneling illegal corporate campaign donations to Republican candidates for state office.
1,Barghouthi to Run for Palestinian President," GAZA (Reuters) - Jailed popular leader Marwan Barghouthi  decided on Wednesday to run in a Palestinian presidential  election and Hamas militants vowed to boycott it, throwing the  campaign into turmoil after Yasser Arafat's death."
3,A video game guide for the holidays,Ratchet and Clank: Up Your Arsenal ( Sony ) System: Playstation 2
4,It pays to switch with Microsoft,"Microsoft will offer up to \$600 per server (up to a maximum of \$15,000) to companies who agree to switch from Novell to Windows servers, it has been revealed."
3,Yukos saga gives pause to foreign investors in Russia: IMF &lt;b&gt;...&lt;/b&gt;,"MOSCOW : The Russian government #39;s assault on oil giant Yukos is a source of concern that could impact foreign investment in the country, a senior International Monetary Fund official warned."
3,Yellow Roadway Raises Earnings Outlook,Yellow Roadway cited a more disciplined pricing environment and more efficient operations for the improved outlook. The Overland Park-based carrier said it expects earnings of \$1.
2,Zimmer Defensive Coordinator Cowboys Need (AP),"AP - Coach Bill Parcells has always had his own philosophy about defense, and he knew little about coordinator Mike Zimmer when Parcells joined the Dallas Cowboys."
3,Bush picks Cuban for Commerce,"WASHINGTON - President George W. Bush has nominated Kellogg chairman Carlos Gutierrez as commerce secretary, picking a Cuban refugee who rose to the top of the biggest US cereal maker as the chief advocate for American business."
1, quot;Miracle babies quot; actually child-trafficking victims,"An infertile couple who believed a self-styled preacher #39;s claim that their child was miraculously conceived were really the victim of international child traffickers, a British judge ruled yesterday."
1,Najaf mosque reportedly hit as standoff goes on,Reports from Iraq say US forces have hit part of a holy Shiite shrine in Najaf where rebels have been locked in a two-week standoff with US-led forces.
3,Pfizer calls report on Celebrex safety concerns  #39;misleading #39;,Pfizer Inc. and Canadian health officials moved Thursday to answer concerns over the painkiller Celebrex after a news report raised safety questions about the drug.
2,NFL Wrap: Manning Throws 3 TDs to Lead Colts Past Titans,Peyton Manning threw three touchdown passes to move closer to the all-time season record as the Indianapolis Colts routed the visiting Tennessee Titans 51-24 in the NFL on Sunday.
4,US Justice Department clears Cingular-AT T Wireless merger (AFP),"AFP - The US antitrust authorities said they would clear Cingular Wireless Corp.'s 41-billion-dollar takeover of AT amp;T Wireless, with conditions."
3,It's time to talk,"We have just come through a long and bitter election campaign in which healthcare, a fairly important matter to most of us, got almost no air time at all. Now our president is clearing the decks for his final run at history, and the priorities are remaking the tax codes and Social Security and continuing the war on terror. Healthcare ..."
4,Sales Force Automation Back in the Spotlight (NewsFactor),"NewsFactor - In the hype of the CRM boom a few years ago, \sales force automation software seemed largely forgotten. Though not quite a dinosaur, it certainly was not a hot topic."
1,New measure will ban US dollar transactions,HAVANA -- Cuba announced yesterday that US dollars will no longer be accepted at stores or other businesses on the communist island starting next month in a move that will radically change the way business has been done there over the past decade. The measure called for all such transactions to be done in a local currency known as convertible ...
1,Russian Television Shows School Footage (AP),AP - A Russian television network showed footage from inside the school raided by militants last week depicting hooded attackers in a gymnasium crowded with hostages and strung up with explosives attached to wires.
2,Simeone loaned to Racing Club,"Madrid, Spain (Sports Network) - Argentine midfielder Diego Simeone is leaving Atletico Madrid for his native Racing Club Avellaneda."
3,U.S. Stocks Set for Slightly Firmer Open," NEW YORK (Reuters) - U.S. stocks were set to move slightly  higher at the open on Friday with a \$1 billion share buyback at  Texas Instruments Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=TXN.N target=/stocks/quickinfo/fullquote""&gt;TXN.N&lt;/A&gt; supporting technology stocks,  although rising oil prices could limit gains."
3,Update 2: Eisner Says He Discussed Ovitz Hiring,Walt Disney Co. Chief Executive Michael Eisner testified Tuesday that he discussed individually with directors bringing on Michael Ovitz as the entertainment giant #39;s president and reviewed the details of his 
1,Ramadan Begins with Attacks in Iraq,"A suicide bomber in Qaim drove a vehicle packed with explosives into four American soldiers, killing all of them. The US military also confirms that one of their soldiers was killed in Mosul."
2,Hook could come for Zook,"He tried to make the words sound determined and defiant, but the sound of Ron Zook #39;s voice had a tired inevitability about it."
4,"Sony to Release PC with TV Tuners, Huge Hard Drive",Sony said yesterday that it has built a desktop computer with 1 TB of data storage and seven analog television tuners. The PC will be able to record a week #39;s worth of programming on six channels at the same time.
3,"Yen Rises from Lows, Oil Still a Threat"," LONDON (Reuters) - The yen rose from a 6-week low against  the dollar and 4-month lows versus the euro on Wednesday as oil  prices backed off record highs, while the euro maintained its  grip on recent gains against the greenback."
4,"DoCoMo standardizes on Symbian OS, and on Linux","The Japanese carrier will be standardizing on Symbian for their 3G mobile phone platform, and they will ship 3G phones based on Linux."
3,Iran: OPEC United on Raising Price Target,"OPEC is united on the need to raise its oil price target to an average \$30 a barrel, but the cartel has yet to agree on when to implement the higher level, a top Iranian oil official said on Thursday."
3,The Year Shoppers Left the Mall Behind,"Online buying continues to snowball, according to the results of a recent America Online survey. This year, for the first time, Americans who regularly use the Internet for shopping -- researching "
1,"Blood, knives, cage hint at atrocities (Chicago Tribune)","Chicago Tribune - Acting on information from a man who claimed to have escaped from militant Abu Musab al-Zarqawi's network, the U.S. military over the weekend inspected a house where intelligence officers believe hostages were detained, tortured and possibly killed."
3,Update 3: Oil Prices Rise As Nigeria Strike Starts,Oil futures prices rose slightly Monday despite assurances from Middle East countries that they were committed to keeping the market well supplied as a strike began in Africa #39;s largest exporter of crude.
4,Screen saver to go on offensive against spam web sites,"Internet users fed up with spam can go on the offensive by downloading a screen saver aimed at hitting junkmailers in the pocket, according to Net portal Lycos."
4,Mac OS X Tip of the Week: Burning a CD from the Finder,What do you do after you #146;ve loaded a blank CD (or a DVD) into your Mac? Find out on the Apple Pro/ site in the latest Mac OS X killer tip. Sep 21
4,Survey Shows Musicians Are All For Selling Music Over The Internet,"A new survey has found that more musicians are embracing the internet as a way of reaching new fans. A study by an American research company, Pew Internet, suggests that some musicians do not agree with the "
3,OPEC to Increase Oil Production,OPEC members were expected to increase the cartel's production during a meeting Wednesday by 1 million barrels a day to meet the global demand for oil. But analysts contended that any decision by the group would likely have little effect on high oil prices.
2,Singh Unseats Woods,"Vijay Singh wins the PGA Tour player of the year award Monday for the first time, ending Tiger Woods' five-year hold on the honor with a season that left no debate about who was No. 1 in golf."
3,An Elder Challenges Outsourcing's Orthodoxy,"Paul A. Samuelson, the Nobel Prize-winning economist, is dissenting from conventional wisdom on the benefits of globalization."
4,Solving the climate crisis: New study cites serious impacts in &lt;b&gt;...&lt;/b&gt;,"A new report on global warming #39;s impacts on Oregon and the rest of the Northwest may fall short of Hollywood blockbuster standards, but it demonstrates the need for a strong, cohesive national strategy to reduce greenhouse gas emissions."
4,Hurricane Frances Grows Quickly in Atlantic (Reuters),Reuters - Hurricane Frances gained strength and\became a major hurricane with 115 mph winds in the Atlantic on\Friday as it took a path that should carry it north of the\vulnerable northeastern Caribbean islands early next week.
3,Marsh to Make Payments More Transparent,"One day after ousting its chief executive, the nation's largest insurance broker said it will tell clients exactly how much they are paying for services and renounce back-door payments from carriers."
3,FDA Officer Suggests Strict Curbs on 5 Drugs,A veteran Food and Drug Administration safety officer said yesterday at a Senate hearing on the abrupt recall of the arthritis drug Vioxx that five other widely used drugs should either be 
3,EPA Cuts Pollution Levels With Refinery Settlements,"Despite its continuing difficulties forcing power plants to reduce their toxic emissions, the Environmental Protection Agency has enjoyed unusual success in bringing "
4,FCC Cuts Public Line To Phone Outage Data,"The Federal Communications Commission, citing concerns about national security, has abandoned a 10-year-old policy and will no longer give the public access to information about past telephone network outages. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;"
3,Update 3: Tokyo Stocks Fall; Dollar Up Against Yen,Tokyo stocks fell Thursday morning following Wall Street #39;s weakness. The dollar was higher against the Japanese yen. The benchmark Nikkei Stock Average of 225 issues was down 15.
4,A Cure For IPod Withdrawal,"If, like me, you travel everywhere with your Apple Computer (nasdaq: AAPL - news - people ) iPod, you #39;re painfully aware of the need to carry some kind of charger, whether is a dock connected to a PC running Microsoft #39;s (nasdaq: MSFT - news - people "
1,Jihad Will Boycott Palestinian Election,"GAZA CITY, 3 December 2004 - Islamic Jihad said yesterday it would boycott a Jan. 9 Palestinian presidential election for a successor to Yasser Arafat."
4,AOL Shuns Mac Users With New PassCode Service,"A new, optional log-on service from America Online that makes it harder for scammers to access a persons online account will not be available for Macintosh "
1,The Asahi Shimbun,"The safe scenario Japan envisioned in Iraq has been shattered, underlined by the slaying of Shosei Koda. In a country where veteran diplomats refuse to go outdoors and armed troops hesitate to leave the confines "
4,Half-Life 2 is here,Valve #39;s long-awaited shooter sequel available for paid download through Steam service; retail purchasers #39; copies authenticating online.
4,"Yahoo, Adobe join hands","Adobe Systems, the digital imaging, design and document technology platform provider and Internet service provider Yahoo will announce this week the launch of a co-branded Yahoo Toolbar."
1,Dutch lawmakers say terror threat underestimated,"THE HAGUE, Netherlands - Dutch lawmakers accused the government yesterday of underestimating the threat from Islamic terrorists and failing to protect a filmmaker whose slaying is blamed on a suspected Muslim radical."
2,"BMW Williams to Test Webber, Davidson, Heidfeld, and Pizzonia","On Tuesday November 24, Mark Webber will undertake his first testing duties for the team in Barcelona, together with the team test driver, Antonio Pizzonia."
1,"Dosanjh slams doctors, pharmacists who give prescriptions to unknown Americans (Canadian Press)",Canadian Press - VANCOUVER (CP) - Canada's health minister says doctors and pharmacists who give prescriptions to Americans without meeting them first are being unethical.
1,2 Aid Workers Are Freed After 3 Weeks in Captivity,"Two Italian aid workers kidnapped 21 days ago in an audacious daylight raid were freed Tuesday, the prime minister of Italy announced."
4,Blogs Abuzz with Gossip in Caustic U.S. Campaign (Reuters),"Reuters - The U.S. presidential campaign between\George W. Bush and John Kerry has prompted a frenzy of gossip\and conspiracy theories among Internet bloggers, hybrid online\sites that blend news, gossip and opinion."
4,Polar bears under threat from man-made chemicals,"The conservation agency World Wildlife Fund, or WWF, has warned that man-made chemicals pose a serious threat to polar bears. The WWF says three new scientific studies show "
2,Al Bello/Getty Images,Let #39;s go straight to the latest hot stove news. The Daily Blog #39;s reviews of Allure #39;s new Chapter III album and Christmas with the Kranks will have to wait until next week.
3,Fannie Mae Used Improper Accounting-Probe," WASHINGTON (Reuters) - Fannie Mae used improper accounting  to manipulate its earnings reporting from quarter to quarter,  federal regulators said in a highly critical report that sets  the stage for the industry's second bookkeeping drama in less  than 18 months."
2,Scots prefer Smith to Strachan,"In the end it came down to a straight choice between Walter Smith and Gordon Strachan for the Scotland manager #39;s job, and Smith won easily."
4,Nokia sees rise in handset sales,"The mobile phone giant says its next results will now be better than expected, thanks to a boost in handset sales."
1,Attackers storm Russian school,"Armed men and women seize a secondary school in southern Russia, taking up to 200 pupils hostage."
2,"Maryland 89, Carleton 60",Maryland completed its exhibition schedule with two wins and a decent idea of what needs to be done before Friday night #39;s regular season opener against Jackson State.
4,Nose-controlled mouse not to be sniffed at,&lt;strong&gt;Letters&lt;/strong&gt; &lt;cite&gt;Reg&lt;/cite&gt; readers applaud sillytech
4,Microsoft #39;s Ballmer steps up attack on Linux,"Microsoft has renewed its attack on Linux, its primary rival in the business software market, with Chief Executive Steve Ballmer telling customers in a letter sent the "
1,Police raid alleged by Bigley brother,"Paul Bigley, brother of the hostage Ken Bigley, said yesterday that a third visit had been made to his home in Amsterdam by a Metropolitan police officer and Dutch anti-terrorist police."
1,Downer positive over North Korea talks,"TONY JONES: On a rare visit to North Korea, Australia #39;s Foreign Minister Alexander Downer said today he #39;s held productive talks on efforts to end the reclusive nation #39;s nuclear program. "
1,"Farooq, Omar escape unhurt in Anantnag attack",SRINAGAR: Former Jammu and Kashmir chief minister Farooq Abdullah and his son and National Conference President Omar Abdullah on Sunday escaped unhurt in a terrorist attack in Anantnag district of Jammu and Kashmir.
3,"HEADLINE STOCKS: Stocks to Watch, Nov. 15"," NEW YORK (Reuters) - U.S. stocks to watch on Monday include  Family Dollar Stores Inc., Staples Inc., Microsoft Corp., and  General Electric Co.  "
2,Angry Ferrero Has Not Given Up Hope," SEVILLE, Spain (Reuters) - Out of form and out of favor,  Spain's Juan Carlos Ferrero could barely hide his  disappointment at being used as a bit-part doubles player in  the Davis Cup final against the United States."
2,Giants Defeat Padres 7-5 (AP),"AP - Edgardo Alfonzo's two-run double capped a six-run rally in the fourth inning, and the San Francisco Giants tied the Chicago Cubs for the wild-card lead by beating San Diego 7-5 on Tuesday night."
4,Electronic Passports Might Not Measure Up,"The United States hasn't issued any microchip-equipped passports yet, but as the Department of State tests different prototypes, the international standards for the passports are under fire from privacy advocates who worry the technology won't protect travelers from identity thieves."
3,US jobless claims fall,"New US applications for unemployment benefits dropped last week partly as a result of Hurricane Charley, the Labor Department reported Thursday."
2,Falcons Sign Crumpler to Contract Extension," FLOWERY BRANCH, Ga. (Sports Network) - The Atlanta Falcons  Monday signed Pro Bowl tight end Alge Crumpler to a six-year  contract extension."
4,IBM Expands Resources For ISVs,"As part of its ongoing effort to foster third-party application development for its hardware and software businesses, IBM on Monday unveiled resources in its Virtual Innovation Center aimed "
